0;1
0.1;0.995004165
0.2;0.980066578
0.3;0.955336489
0.4;0.921060994
0.5;0.877582562
0.6;0.825335615
0.7;0.764842187
0.8;0.696706709
0.9;0.621609968
1;0.540302306
1.1;0.453596121
1.2;0.362357754
1.3;0.267498829
1.4;0.169967143
1.5;0.070737202
1.6;-0.029199522
1.7;-0.128844494
1.8;-0.227202095
1.9;-0.323289567
2;-0.416146837
2.1;-0.504846105
2.2;-0.588501117
2.3;-0.666276021
2.4;-0.737393716
2.5;-0.801143616
2.6;-0.856888753
2.7;-0.904072142
2.8;-0.942222341
2.9;-0.970958165
3;-0.989992497
3.1;-0.99913515
3.2;-0.998294776
3.3;-0.98747977
3.4;-0.966798193
3.5;-0.936456687
3.6;-0.896758416
3.7;-0.848100032
3.8;-0.790967712
3.9;-0.725932304
4;-0.653643621
4.1;-0.574823947
4.2;-0.490260821
4.3;-0.400799172
4.4;-0.30733287
4.5;-0.210795799
4.6;-0.112152527
4.7;-0.012388663
4.8;0.087498983
4.9;0.186512369
5;0.283662185
5.1;0.377977743
5.2;0.468516671
5.3;0.554374336
5.4;0.634692876
5.5;0.708669774
5.6;0.775565879
5.7;0.834712785
5.8;0.885519517
5.9;0.927478431
6;0.960170287
6.1;0.983268438
6.2;0.996542097
6.3;0.999858636
6.4;0.993184919
6.5;0.976587626
6.6;0.950232592
6.7;0.914383148
6.8;0.86939749
6.9;0.8157251
7;0.753902254
7.1;0.684546666
7.2;0.608351315
7.3;0.526077517
7.4;0.438547328
7.5;0.346635318
7.6;0.251259843
7.7;0.153373862
7.8;0.053955421
7.9;-0.046002126
8;-0.145500034
8.1;-0.243544154
8.2;-0.339154861
8.3;-0.431376845
8.4;-0.519288654
8.5;-0.602011903
8.6;-0.678720047
8.7;-0.748646646
8.8;-0.811093014
8.9;-0.865435209
9;-0.911130262
9.1;-0.947721602
9.2;-0.974843621
9.3;-0.992225325
9.4;-0.999693042
9.5;-0.997172156
9.6;-0.984687856
9.7;-0.96236488
9.8;-0.930426272
9.9;-0.889191153
10;-0.839071529
10.1;-0.78056818
10.2;-0.714265652
10.3;-0.640826418
10.4;-0.560984257
10.5;-0.475536928
10.6;-0.385338191
10.7;-0.291289282
10.8;-0.194329906
10.9;-0.095428851
11;0.004425698
11.1;0.104236027
11.2;0.203004864
11.3;0.299745343
11.4;0.393490866
11.5;0.483304759
11.6;0.56828963
11.7;0.647596339
11.8;0.720432479
11.9;0.786070296
12;0.843853959
12.1;0.893206112
12.2;0.933633644
12.3;0.964732618
12.4;0.986192302
12.5;0.997798279
12.6;0.999434586
12.7;0.991084872
12.8;0.972832566
12.9;0.944860038
13;0.907446781
13.1;0.860966616
13.2;0.805883958
13.3;0.742749173
13.4;0.672193084
13.5;0.594920663
13.6;0.511703992
13.7;0.423374544
13.8;0.330814878
13.9;0.234949819
14;0.136737218
14.1;0.037158385
14.2;-0.062791723
14.3;-0.162114436
14.4;-0.259817356
14.5;-0.354924267
14.6;-0.446484891
14.7;-0.533584387
14.8;-0.615352483
14.9;-0.690972181
15;-0.759687913
15.1;-0.820813094
15.2;-0.873736983
15.3;-0.91793078
15.4;-0.952952917
15.5;-0.978453463
15.6;-0.994177625
15.7;-0.999968293
15.8;-0.995767609
15.9;-0.981617544
16;-0.95765948
16.1;-0.9241328
16.2;-0.88137249
16.3;-0.829805798
16.4;-0.769947961
16.5;-0.702397058
16.6;-0.627828035
16.7;-0.546985963
16.8;-0.460678587
16.9;-0.369768264
17;-0.275163338
17.1;-0.177809071
17.2;-0.078678195
17.3;0.021238808
17.4;0.1209436
17.5;0.219439963
17.6;0.315743755
17.7;0.408892739
17.8;0.497956203
17.9;0.582044252
18;0.660316708
18.1;0.731991498
18.2;0.79635247
18.3;0.852756552
18.4;0.900640172
18.5;0.939524894
18.6;0.969022193
18.7;0.988837343
18.8;0.998772357
18.9;0.998727967
19;0.988704618
19.1;0.968802459
19.2;0.939220347
19.3;0.900253855
19.4;0.852292324
19.5;0.79581497
19.6;0.731386096
19.7;0.659649453
19.8;0.581321812
19.9;0.497185795
20;0.408082062
20.1;0.314900908
20.2;0.218573368
20.3;0.120061915
20.4;0.020350843
20.5;-0.079563567
20.6;-0.178683005
20.7;-0.276017101
20.8;-0.370593326
20.9;-0.461466704
21;-0.54772926
21.1;-0.628519086
21.2;-0.703028957
21.3;-0.770514396
21.4;-0.830301109
21.5;-0.881791728
21.6;-0.924471775
21.7;-0.957914806
21.8;-0.981786669
21.9;-0.995848844
22;-0.999960826
22.1;-0.994081531
22.2;-0.978269701
22.3;-0.952683324
22.4;-0.917578051
22.5;-0.87330464
22.6;-0.820305458
22.7;-0.759110056
22.8;-0.690329876
22.9;-0.614652149
23;-0.53283302
23.1;-0.44569
23.2;-0.354093793
23.3;-0.258959598
23.4;-0.161237964
23.5;-0.061905294
23.6;0.038045914
23.7;0.137616979
23.8;0.235813021
23.9;0.331652897
24;0.424179007
24.1;0.512466861
24.2;0.595634315
24.3;0.672850388
24.4;0.743343563
24.5;0.806409494
24.6;0.861418048
24.7;0.907819598
24.8;0.945150514
24.9;0.973037799
25;0.991202812
25.1;0.999464054
25.2;0.997738981
25.3;0.986044831
25.4;0.964498446
25.5;0.933315112
25.6;0.892806402
25.7;0.843377065
25.8;0.785520983
25.9;0.719816236
26;0.646919322
26.1;0.567558605
26.2;0.482527029
26.3;0.392674203
26.4;0.298897906
26.5;0.20213512
26.6;0.103352667
26.7;0.003537548
26.8;-0.096312917
26.9;-0.195201055
27;-0.292138809
27.1;-0.386157608
27.2;-0.476318048
27.3;-0.561719276
27.4;-0.64150799
27.5;-0.714886969
27.6;-0.781123033
27.7;-0.839554374
27.8;-0.889597166
27.9;-0.930751396
28;-0.962605866
28.1;-0.984842297
28.2;-0.997238509
28.3;-0.999670643
28.4;-0.992114399
28.5;-0.974645276
28.6;-0.947437819
28.7;-0.910763877
28.8;-0.864989883
28.9;-0.810573196
29;-0.74805753
29.1;-0.67806752
29.2;-0.601302483
29.3;-0.518529431
29.4;-0.430575405
29.5;-0.338319211
29.6;-0.242682643
29.7;-0.144621271
29.8;-0.045114891
29.9;0.054842262
30;0.15425145
30.1;0.252119408
30.2;0.347468272
30.3;0.439345348
30.4;0.526832631
30.5;0.609055976
30.6;0.685193835
30.7;0.754485464
30.8;0.816238524
30.9;0.869835998
31;0.914742358
31.1;0.950508915
31.2;0.976778301
31.3;0.993288041
31.4;0.999873175
31.5;0.996467908
31.6;0.983106262
31.7;0.959921743
31.8;0.927146004
31.9;0.885106528
32;0.834223361
32.1;0.775004909
32.2;0.708042864
32.3;0.63400629
32.4;0.553634934
32.5;0.46773184
32.6;0.377155325
32.7;0.282810398
32.8;0.185639724
32.9;0.086614199
33;-0.013276747
33.1;-0.113035036
33.2;-0.211663916
33.3;-0.308177921
33.4;-0.401612713
33.5;-0.491034724
33.6;-0.575550478
33.7;-0.654315522
33.8;-0.726542862
33.9;-0.791510826
34;-0.848570275
34.1;-0.89715109
34.2;-0.936767868
34.3;-0.967024772
34.4;-0.987619483
34.5;-0.998346227
34.6;-0.999097826
34.7;-0.989866769
34.8;-0.970745291
34.9;-0.941924447
35;-0.903692205
35.1;-0.856430569
35.2;-0.800611762
35.3;-0.736793507
35.4;-0.665613455
35.5;-0.587782814
35.6;-0.50407924
35.7;-0.415339074
35.8;-0.322448976
35.9;-0.226337076
36;-0.12796369
36.1;-0.028311733
36.2;0.071623106
36.3;0.17084231
36.4;0.268354514
36.5;0.363185408
36.6;0.454387474
36.7;0.541049451
36.8;0.62230544
36.9;0.697343559
37;0.765414052
37.1;0.82583678
37.2;0.878008021
37.3;0.921406495
37.4;0.955598581
37.5;0.980242641
37.6;0.995092441
37.7;0.999999606
37.8;0.994915105
37.9;0.979889742
38;0.955073644
38.1;0.920714766
38.2;0.877156411
38.3;0.824833798
38.4;0.764269719
38.5;0.69606931
38.6;0.620914006
38.7;0.539554735
38.8;0.452804411
38.9;0.361529815
39;0.266642932
39.1;0.169091842
39.2;0.069851242
39.3;-0.030087289
39.4;-0.129725197
39.5;-0.228066934
39.6;-0.324129902
39.7;-0.416954271
39.8;-0.505612571
39.9;-0.589218957
40;-0.666938062
40.1;-0.737993342
40.2;-0.801674837
40.3;-0.857346261
40.4;-0.904451366
40.5;-0.942519491
40.6;-0.971170273
40.7;-0.990117443
40.8;-0.999171686
40.9;-0.998242537
41;-0.987339278
41.1;-0.966570851
41.2;-0.936144767
41.3;-0.896365035
41.4;-0.84762912
41.5;-0.790423974
41.6;-0.725321174
41.7;-0.652971204
41.8;-0.574096961
41.9;-0.489486532
42;-0.399985315
42.1;-0.306487577
42.2;-0.209927516
42.3;-0.111269929
42.4;-0.01150057
42.5;0.088383699
42.6;0.187384868
42.7;0.284513749
42.8;0.378799862
42.9;0.469301133
43;0.555113302
43.1;0.635378962
43.2;0.709296125
43.3;0.776126236
43.4;0.835201551
43.5;0.885931807
43.6;0.927810126
43.7;0.960418073
43.8;0.983429839
43.9;0.9966155
44;0.999843309
44.1;0.993081013
44.2;0.97639618
44.3;0.94995552
44.4;0.914023217
44.5;0.868958297
44.6;0.815211033
44.7;0.75331845
44.8;0.683898958
44.9;0.607646173
45;0.525321989
45.1;0.437748961
45.2;0.34580209
45.3;0.250400079
45.4;0.152496153
45.5;0.053068536
45.6;-0.046889324
45.7;-0.146378682
45.8;-0.244405472
45.9;-0.339990243
46;-0.432177945
46.1;-0.520047467
46.2;-0.602720847
46.3;-0.679372039
46.4;-0.749235171
46.5;-0.811612192
46.6;-0.865879853
46.7;-0.911495928
46.8;-0.948004638
46.9;-0.975041198
47;-0.992335469
47.1;-0.999714652
47.2;-0.997105017
47.3;-0.984532638
47.4;-0.962123134
47.5;-0.930100414
47.6;-0.888784438
47.7;-0.838588022
47.8;-0.780012712
47.9;-0.713643772
48;-0.640144339
48.1;-0.560248796
48.2;-0.474755433
48.3;-0.38451847
48.4;-0.290439525
48.5;-0.193458605
48.6;-0.09454471
48.7;0.005313844
48.8;0.105119304
48.9;0.203874447
49;0.300592544
49.1;0.394307219
49.2;0.484082107
49.3;0.569020206
49.4;0.648272844
49.5;0.721048154
49.6;0.786618989
