what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.equinox.p2.publisher,1.3.0.v20140911-0143,"org.eclipse.equinox.p2.publisher",1462907464755
started,bundle,org.eclipse.equinox.p2.publisher.eclipse,1.1.200.v20140414-0825,"org.eclipse.equinox.p2.publisher.eclipse",1462907464755
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.200.v20131119-0908,"org.eclipse.equinox.p2.reconciler.dropins",1462907464756
started,bundle,org.eclipse.equinox.p2.repository,2.3.0.v20131211-1531,"org.eclipse.equinox.p2.repository",1462907464756
started,bundle,org.eclipse.equinox.p2.touchpoint.eclipse,2.1.200.v20140512-1650,"org.eclipse.equinox.p2.touchpoint.eclipse",1462907464827
started,bundle,org.eclipse.equinox.p2.transport.ecf,1.1.0.v20140408-1354,"org.eclipse.equinox.p2.transport.ecf",1462907464827
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.2.0.v20140422-1847,"org.eclipse.equinox.p2.ui.sdk.scheduler",1462907464827
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.200.v20131119-0908,"org.eclipse.equinox.p2.updatechecker",1462907464827
started,bundle,org.eclipse.equinox.p2.updatesite,1.0.400.v20131211-1531,"org.eclipse.equinox.p2.updatesite",1462907464828
started,bundle,org.eclipse.equinox.preferences,3.5.200.v20140224-1527,"org.eclipse.equinox.preferences",1462907464828
started,bundle,org.eclipse.equinox.registry,3.5.400.v20140428-1507,"org.eclipse.equinox.registry",1462907464828
started,bundle,org.eclipse.equinox.security,1.2.0.v20130424-1801,"org.eclipse.equinox.security",1462907464844
started,bundle,org.eclipse.equinox.util,1.0.500.v20130404-1337,"org.eclipse.equinox.util",1462907464845
started,bundle,org.eclipse.help,3.6.0.v20130326-1254,"org.eclipse.help",1462907464887
started,bundle,org.eclipse.jface,3.10.1.v20140813-1009,"org.eclipse.jface",1462907464887
started,bundle,org.eclipse.jgit,3.4.2.201412180340-r,"org.eclipse.jgit",1462907464887
started,bundle,org.eclipse.jsch.core,1.1.500.v20131112-1442,"org.eclipse.jsch.core",1462907464887
started,bundle,org.eclipse.ltk.core.refactoring,3.6.101.v20140817-1500,"org.eclipse.ltk.core.refactoring",1462907464887
started,bundle,org.eclipse.ltk.ui.refactoring,3.7.100.v20140324-1358,"org.eclipse.ltk.ui.refactoring",1462907464925
started,bundle,org.eclipse.m2e.discovery,1.5.0.20140606-0033,"org.eclipse.m2e.discovery",1462907464925
started,bundle,org.eclipse.m2e.logback.configuration,1.5.0.20140606-0033,"org.eclipse.m2e.logback.configuration",1462907464926
started,bundle,org.eclipse.mylyn.bugzilla.core,3.13.0.v20140830-0030,"org.eclipse.mylyn.bugzilla.core",1462907464926
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.13.0.v20140809-1218,"org.eclipse.mylyn.bugzilla.ui",1462907464926
started,bundle,org.eclipse.mylyn.builds.ui,1.5.0.v20140830-1416,"org.eclipse.mylyn.builds.ui",1462907464954
started,bundle,org.eclipse.mylyn.commons.core,3.13.0.v20140704-2323,"org.eclipse.mylyn.commons.core",1462907464954
started,bundle,org.eclipse.mylyn.commons.net,3.13.0.v20140702-2155,"org.eclipse.mylyn.commons.net",1462907464954
started,bundle,org.eclipse.mylyn.commons.notifications.core,1.5.0.v20140702-2248,"org.eclipse.mylyn.commons.notifications.core",1462907464955
started,bundle,org.eclipse.mylyn.commons.notifications.feed,1.5.0.v20140702-2248,"org.eclipse.mylyn.commons.notifications.feed",1462907464955
started,bundle,org.eclipse.mylyn.commons.notifications.ui,1.5.0.v20140702-2248,"org.eclipse.mylyn.commons.notifications.ui",1462907465014
started,bundle,org.eclipse.mylyn.commons.repositories.ui,1.5.0.v20140826-1731,"org.eclipse.mylyn.commons.repositories.ui",1462907465014
started,bundle,org.eclipse.mylyn.commons.ui,3.13.0.v20140704-2323,"org.eclipse.mylyn.commons.ui",1462907465014
started,bundle,org.eclipse.mylyn.commons.workbench,3.13.0.v20140702-2155,"org.eclipse.mylyn.commons.workbench",1462907465015
started,bundle,org.eclipse.mylyn.context.core,3.13.0.v20140702-2225,"org.eclipse.mylyn.context.core",1462907465015
started,bundle,org.eclipse.mylyn.context.tasks.ui,3.13.0.v20140819-2236,"org.eclipse.mylyn.context.tasks.ui",1462907465015
started,bundle,org.eclipse.mylyn.monitor.ui,3.13.0.v20140702-2155,"org.eclipse.mylyn.monitor.ui",1462907465015
started,bundle,org.eclipse.mylyn.tasks.index.core,3.13.0.v20140704-0050,"org.eclipse.mylyn.tasks.index.core",1462907465015
started,bundle,org.eclipse.mylyn.tasks.ui,3.13.0.v20140826-1734,"org.eclipse.mylyn.tasks.ui",1462907465016
started,bundle,org.eclipse.mylyn.team.ui,3.13.0.v20140702-2225,"org.eclipse.mylyn.team.ui",1462907465034
started,bundle,org.eclipse.search,3.9.100.v20140226-1637,"org.eclipse.search",1462907465058
started,bundle,org.eclipse.team.core,3.7.0.v20130514-1224,"org.eclipse.team.core",1462907465058
started,bundle,org.eclipse.team.ui,3.7.100.v20130710-1213,"org.eclipse.team.ui",1462907465144
started,bundle,org.eclipse.ui,3.106.0.v20140812-1751,"org.eclipse.ui",1462907465180
started,bundle,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console",1462907465194
started,bundle,org.eclipse.ui.editors,3.8.200.v20140401-1310,"org.eclipse.ui.editors",1462907465194
started,bundle,org.eclipse.ui.forms,3.6.100.v20140422-1825,"org.eclipse.ui.forms",1462907465195
started,bundle,org.eclipse.ui.ide,3.10.1.v20140828-0944,"org.eclipse.ui.ide",1462907465235
started,bundle,org.eclipse.ui.net,1.2.200.v20120807-0927,"org.eclipse.ui.net",1462907465235
started,bundle,org.eclipse.ui.views,3.7.0.v20140408-0703,"org.eclipse.ui.views",1462907465236
started,bundle,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"org.eclipse.ui.workbench",1462907465236
started,bundle,org.eclipse.ui.workbench.texteditor,3.9.0.v20140411-1521,"org.eclipse.ui.workbench.texteditor",1462907465237
started,bundle,org.eclipse.update.configurator,3.3.300.v20140518-1928,"org.eclipse.update.configurator",1462907465237
started,bundle,org.eclipse.wb.core,1.7.0.r44x201405021445,"org.eclipse.wb.core",1462907465237
started,bundle,org.eclipse.wb.core.lib,1.7.0.r44x201405021445,"org.eclipse.wb.core.lib",1462907465237
started,bundle,com.android.ide.eclipse.adt,23.0.4.1468518,"com.android.ide.eclipse.adt",1462907465238
started,bundle,com.android.ide.eclipse.base,23.0.4.1468518,"com.android.ide.eclipse.base",1462907465238
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201106061540,"org.eclipse.epp.usagedata.gathering",1462907465238
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201106061540,"org.eclipse.epp.usagedata.recording",1462907465238
started,bundle,org.eclipse.equinox.event,1.2.100.v20110502,"org.eclipse.equinox.event",1462907465238
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1462907465239
started,bundle,org.aspectj.ajde,1.8.5.20150128171000,"org.aspectj.ajde",1462907465239
started,bundle,org.eclipse.ajdt.core,2.2.4.e44x-20150202-1700,"org.eclipse.ajdt.core",1462907465239
started,bundle,org.eclipse.ajdt.ui,2.2.4.e44x-20150202-1700,"org.eclipse.ajdt.ui",1462907465239
started,bundle,org.eclipse.cdt.codan.ui.cxx,3.2.0.201409172108,"org.eclipse.cdt.codan.ui.cxx",1462907465240
started,bundle,org.eclipse.cdt.core,5.8.0.201409172108,"org.eclipse.cdt.core",1462907465299
started,bundle,org.eclipse.cdt.core.native,5.7.0.201409172108,"org.eclipse.cdt.core.native",1462907465299
started,bundle,org.eclipse.cdt.dsf,2.5.0.201409172108,"org.eclipse.cdt.dsf",1462907465299
started,bundle,org.eclipse.cdt.dsf.gdb,4.5.0.201409172108,"org.eclipse.cdt.dsf.gdb",1462907465300
started,bundle,org.eclipse.cdt.dsf.gdb.ui,2.4.0.201409172108,"org.eclipse.cdt.dsf.gdb.ui",1462907465311
started,bundle,org.eclipse.cdt.make.core,7.3.0.201409172108,"org.eclipse.cdt.make.core",1462907465312
started,bundle,org.eclipse.cdt.make.ui,7.2.0.201409172108,"org.eclipse.cdt.make.ui",1462907465350
started,bundle,org.eclipse.cdt.managedbuilder.core,8.3.0.201409172108,"org.eclipse.cdt.managedbuilder.core",1462907465359
started,bundle,org.eclipse.cdt.ui,5.8.1.201409172108,"org.eclipse.cdt.ui",1462907465417
started,bundle,org.eclipse.contribution.weaving.jdt,2.2.4.e44x-20150202-1700,"org.eclipse.contribution.weaving.jdt",1462907465418
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.300.v20120523-2004,"org.eclipse.core.runtime.compatibility.auth",1462907465418
started,bundle,org.eclipse.epp.mpc.core,1.3.1.v20140820-1706,"org.eclipse.epp.mpc.core",1462907465418
started,bundle,org.eclipse.epp.mpc.ui,1.3.1.v20140908-1651,"org.eclipse.epp.mpc.ui",1462907465418
started,bundle,org.eclipse.equinox.weaving.aspectj,1.0.400.weaving-hook-20140821,"org.eclipse.equinox.weaving.aspectj",1462907465419
started,bundle,org.eclipse.equinox.weaving.caching,1.0.400.weaving-hook-20140821,"org.eclipse.equinox.weaving.caching",1462907465419
started,bundle,org.eclipse.equinox.weaving.caching.j9,1.0.200.weaving-hook-20140821,"org.eclipse.equinox.weaving.caching.j9",1462907465419
started,bundle,org.eclipse.jdt.apt.core,3.3.600.v20140311-1758,"org.eclipse.jdt.apt.core",1462907465456
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20131113-0353,"org.eclipse.jdt.apt.pluggable.core",1462907465456
started,bundle,org.eclipse.jdt.core,3.10.0.v_OTDT_r231_201409160728,"org.eclipse.jdt.core",1462907465457
started,bundle,org.eclipse.jdt.core.manipulation,1.5.0.v20130605-1748,"org.eclipse.jdt.core.manipulation",1462907465457
started,bundle,org.eclipse.jdt.launching,3.7.101.v20140825-1922,"org.eclipse.jdt.launching",1462907465457
started,bundle,org.eclipse.jdt.ui,3.10.1.v20140817-1500,"org.eclipse.jdt.ui",1462907465457
started,bundle,org.eclipse.jst.ws.jaxws.utils,1.0.300.v201309242047,"org.eclipse.jst.ws.jaxws.utils",1462907465494
started,bundle,org.eclipse.pde.core,3.10.1.v20140902-1534,"org.eclipse.pde.core",1462907465495
started,bundle,org.eclipse.pde.launching,3.6.200.v20140521-1231,"org.eclipse.pde.launching",1462907465495
started,bundle,org.eclipse.pde.ui,3.8.101.v20140902-1534,"org.eclipse.pde.ui",1462907465545
started,bundle,org.eclipse.team.cvs.core,3.3.600.v20131112-1442,"org.eclipse.team.cvs.core",1462907465546
started,bundle,org.eclipse.team.cvs.ui,3.3.600.v20130514-1224,"org.eclipse.team.cvs.ui",1462907465561
started,bundle,org.eclipse.ui.trace,1.0.201.v20140702-1807,"org.eclipse.ui.trace",1462907465562
started,bundle,org.eclipse.ui.views.log,1.0.500.v20140512-1221,"org.eclipse.ui.views.log",1462907465589
started,bundle,org.eclipse.update.core,3.2.700.v20140518-1928,"org.eclipse.update.core",1462907465652
started,bundle,org.eclipse.wst.common.project.facet.core,1.4.300.v201111030423,"org.eclipse.wst.common.project.facet.core",1462907465652
started,bundle,org.eclipse.wst.jsdt.core,1.3.100.v201404111521,"org.eclipse.wst.jsdt.core",1462907465710
started,bundle,org.eclipse.wst.server.core,1.6.0.v20140428_1751,"org.eclipse.wst.server.core",1462907465711
started,bundle,org.eclipse.wst.sse.ui,1.3.300.v201404240319,"org.eclipse.wst.sse.ui",1462907465711
started,bundle,org.eclipse.wst.web,1.1.800.v201312041500,"org.eclipse.wst.web",1462907465712
started,bundle,org.eclipse.emf.common,2.10.1.v20150123-0348,"org.eclipse.emf.common",1462907465712
started,bundle,org.eclipse.emf.ecore,2.10.2.v20150123-0348,"org.eclipse.emf.ecore",1462907465712
started,bundle,org.eclipse.emf.ecore.xmi,2.10.2.v20150123-0348,"org.eclipse.emf.ecore.xmi",1462907465712
os,sysinfo,,,"win32",1462907465714
arch,sysinfo,,,"x86",1462907465714
ws,sysinfo,,,"win32",1462907465714
locale,sysinfo,,,"en_US",1462907465714
processors,sysinfo,,,"8",1462907465714
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1462907465714
java.runtime.version,sysinfo,,,"1.8.0_31-b13",1462907465714
java.specification.name,sysinfo,,,"Java Platform API Specification",1462907465714
java.specification.vendor,sysinfo,,,"Oracle Corporation",1462907465714
java.specification.version,sysinfo,,,"1.8",1462907465714
java.vendor,sysinfo,,,"Oracle Corporation",1462907465714
java.version,sysinfo,,,"1.8.0_31",1462907465714
java.vm.info,sysinfo,,,"mixed mode",1462907465714
java.vm.name,sysinfo,,,"Java HotSpot(TM) Client VM",1462907465714
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1462907465714
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1462907465714
java.vm.specification.version,sysinfo,,,"1.8",1462907465714
java.vm.vendor,sysinfo,,,"Oracle Corporation",1462907465714
java.vm.version,sysinfo,,,"25.31-b07",1462907465714
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907474656
opened,editor,org.eclipse.jdt.ui,3.10.1.v20140817-1500,"org.eclipse.jdt.ui.CompilationUnitEditor",1462907481718
started,bundle,org.eclipse.jdt.debug,3.8.101.v20140902-1548,"org.eclipse.jdt.debug",1462907482114
started,bundle,org.eclipse.jdt.debug.ui,3.6.300.v20140512-1926,"org.eclipse.jdt.debug.ui",1462907482811
activated,editor,org.eclipse.jdt.ui,3.10.1.v20140817-1500,"org.eclipse.jdt.ui.CompilationUnitEditor",1462907482966
started,bundle,org.eclipse.ui.navigator,3.5.401.v20140724-1117,"org.eclipse.ui.navigator",1462907483043
started,bundle,org.eclipse.cdt.debug.core,7.5.0.201409172108,"org.eclipse.cdt.debug.core",1462907484737
started,bundle,org.eclipse.cdt.debug.ui,7.5.0.201409172108,"org.eclipse.cdt.debug.ui",1462907484752
started,bundle,org.eclipse.wst.server.ui,1.5.0.v20140520_1426,"org.eclipse.wst.server.ui",1462907484893
started,bundle,br.ufma.deinf.laws.ncleclipse,1.7.0.201207210027,"br.ufma.deinf.laws.ncleclipse",1462907485035
started,bundle,org.eclipse.m2e.launching,1.5.0.20140606-0033,"org.eclipse.m2e.launching",1462907485584
started,bundle,org.eclipse.cdt.debug.mi.ui,6.2.0.201409172108,"org.eclipse.cdt.debug.mi.ui",1462907485773
started,bundle,org.eclipse.cdt.debug.mi.core,7.3.0.201409172108,"org.eclipse.cdt.debug.mi.core",1462907485960
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907487301
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907532716
activated,view,org.eclipse.jdt.ui,3.10.1.v20140817-1500,"org.eclipse.jdt.ui.PackageExplorer",1462907535426
activated,editor,org.eclipse.jdt.ui,3.10.1.v20140817-1500,"org.eclipse.jdt.ui.CompilationUnitEditor",1462907538938
executed,command,org.eclipse.ui,3.106.0.v20140812-1751,"org.eclipse.ui.file.save",1462907575437
started,bundle,org.eclipse.wst.common.frameworks,1.2.200.v201203141800,"org.eclipse.wst.common.frameworks",1462907575620
started,bundle,org.eclipse.wst.common.emf,1.2.200.v201301171800,"org.eclipse.wst.common.emf",1462907575630
started,bundle,org.eclipse.jem.util,2.1.200.v201404021815,"org.eclipse.jem.util",1462907575642
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1462907575646
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1462907575689
started,bundle,org.eclipse.wst.common.modulecore,1.2.400.v201402071700,"org.eclipse.wst.common.modulecore",1462907575693
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.400.v201403261418,"org.eclipse.jst.common.project.facet.core",1462907575774
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.550.v201310240024,"org.eclipse.jst.ws.jaxrs.core",1462907575783
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907605752
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907608599
executed,command,org.eclipse.ui,3.106.0.v20140812-1751,"org.eclipse.ui.edit.delete",1462907630272
executed,command,org.eclipse.ui,3.106.0.v20140812-1751,"org.eclipse.ui.edit.delete",1462907630542
executed,command,org.eclipse.ui,3.106.0.v20140812-1751,"org.eclipse.ui.edit.delete",1462907630829
executed,command,org.eclipse.ui,3.106.0.v20140812-1751,"org.eclipse.ui.edit.delete",1462907631015
executed,command,org.eclipse.ui,3.106.0.v20140812-1751,"org.eclipse.ui.edit.delete",1462907631192
executed,command,org.eclipse.ui,3.106.0.v20140812-1751,"org.eclipse.ui.edit.delete",1462907631344
executed,command,org.eclipse.ui,3.106.0.v20140812-1751,"org.eclipse.ui.edit.delete",1462907631504
executed,command,org.eclipse.ui,3.106.0.v20140812-1751,"org.eclipse.ui.file.save",1462907636223
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907637341
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907638063
activated,view,org.eclipse.ui.console,3.5.300.v20140424-1437,"org.eclipse.ui.console.ConsoleView",1462907638191
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.302.v201304240928,"org.eclipse.wst.xsl.debug.ui",1462907638524
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907639430
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907643264
activated,editor,org.eclipse.jdt.ui,3.10.1.v20140817-1500,"org.eclipse.jdt.ui.CompilationUnitEditor",1462907646896
started,bundle,org.eclipse.jdt.junit,3.7.300.v20140418-0836,"org.eclipse.jdt.junit",1462907660413
started,bundle,org.eclipse.pde.api.tools,1.0.600.v20140520-1809,"org.eclipse.pde.api.tools",1462907660529
started,bundle,org.eclipse.pde.api.tools.ui,1.0.501.v20140808-0849,"org.eclipse.pde.api.tools.ui",1462907660532
executed,command,org.eclipse.ui,3.106.0.v20140812-1751,"org.eclipse.ui.file.save",1462907676815
activated,view,org.eclipse.jdt.ui,3.10.1.v20140817-1500,"org.eclipse.jdt.ui.PackageExplorer",1462907682124
error,log,,,"Unhandled event loop exception",1462907683625
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.450.v201310240024,"org.eclipse.wst.ws.service.policy.ui",1462907686654
started,bundle,org.eclipse.wst.ws.service.policy,1.0.400.v201310240024,"org.eclipse.wst.ws.service.policy",1462907686656
started,bundle,org.eclipse.wst.command.env,1.0.450.v201401132315,"org.eclipse.wst.command.env",1462907686684
started,bundle,org.eclipse.wst.ws,1.1.350.v201310240024,"org.eclipse.wst.ws",1462907686689
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.300.v201401292115,"org.eclipse.wst.common.frameworks.ui",1462907686959
started,bundle,org.eclipse.compare,3.5.501.v20140817-1445,"org.eclipse.compare",1462907687126
executed,command,org.eclipse.jdt.debug.ui,3.6.300.v20140512-1926,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1462907691624
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907691985
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907698287
activated,editor,org.eclipse.jdt.ui,3.10.1.v20140817-1500,"org.eclipse.jdt.ui.CompilationUnitEditor",1462907699318
executed,command,org.eclipse.ui,3.106.0.v20140812-1751,"org.eclipse.ui.file.save",1462907712567
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907721099
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907727479
executed,command,org.eclipse.debug.ui,3.10.1.v20140822-1408,"org.eclipse.debug.ui.commands.OpenRunConfigurations",1462907727487
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907728303
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907728952
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907729998
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907731202
activated,view,org.eclipse.jdt.ui,3.10.1.v20140817-1500,"org.eclipse.jdt.ui.PackageExplorer",1462907732131
executed,command,org.eclipse.jdt.debug.ui,3.6.300.v20140512-1926,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1462907734828
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907735194
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907754996
activated,editor,org.eclipse.jdt.ui,3.10.1.v20140817-1500,"org.eclipse.jdt.ui.CompilationUnitEditor",1462907755044
executed,command,org.eclipse.ui,3.106.0.v20140812-1751,"org.eclipse.ui.file.save",1462907760520
deactivated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907761615
activated,workbench,org.eclipse.ui.workbench,3.106.1.v20140827-1737,"",1462907762555
